,TeamNameSpelling,TeamID
1238,s alabama,1375
1239,s. alabama,1375
1240,s carolina,1376
1241,s. carolina,1376
1242,s carolina st.,1354
1243,s. carolina st.,1354
1244,s. carolina state,1354
1245,s carolina upstat,1367
1246,s. carolina upstat,1367
1247,s carolina upstate,1367
1248,s. carolina upstate,1367
1249,s dakota,1377
1250,s. dakota,1377
1251,s dakota st.,1355
1252,s. dakota st.,1355
1253,s dakota state,1355
1254,s. dakota state,1355
1255,s fla.,1378
1256,s. fla.,1378
1257,s florida,1378
1258,s. florida,1378
1259,s,1380
1260,s.,1380
1261,s california,1425
1262,s. california,1425
1263,s ill.,1356
1264,s. ill.,1356
1265,s. illinois,1356
1266,s illinois-edwardsville,1188
1267,s. illinois-edwardsville,1188
1268,s methodist,1374
1269,s. methodist,1374
1270,s miss,1379
1271,s. miss,1379
1272,s miss.,1379
1273,s. miss.,1379
1274,s mississippi,1379
1275,s. mississippi,1379
1276,s u,1380
1277,s. u,1380
1278,s u.,1380
1279,s. u.,1380
1280,s un,1380
1281,s. un,1380
1282,s univ,1380
1283,s. univ,1380
1284,s utah,1381
1285,s. utah,1381
1286,texas s,1411
1287,texas s.,1411
1288,tx s,1411
1289,tx s.,1411
1290,w. texas a&m,1446
1291,w virginia,1452
1292,w. virginia,1452
1293,w caro.,1441
1294,w. caro.,1441
1295,w. carolina,1441
1296,w ill.,1442
1297,w. ill.,1442
1298,w. illinois,1442
1299,w. kentucky,1443
1300,w ky.,1443
1301,w. ky.,1443
1302,w mich.,1444
1303,w. mich.,1444
1304,w. michigan,1444
1305,liu,1254
1306,ark.-lr,1114
1307,sdsu,1361
1308,miami,1274
1309,jax. state,1240
1310,st. bon.,1382
1311,chatt.,1151
1312,app st.,1111
1313,miss. st.,1280
